,Name,Active,Summary
60,Judias Judy Buenoano,   Active for 10 years   (1971-1980) in United States," Judias Judy Buenoano Buenoano, known as the ""Black Widow,"" poisoned her husband, boyfriend and son with arsenic; drowned the son in 1980 but caught in 1983 after poisoning and car bombing a fiancé. She was incarcerated in the Florida Department of Corrections Broward Correctional Institution death row for women, before being executed at the Florida State Prison in 1998 "
61,Ted Bundy,   Active for 5 years   (1974-1978) in United States," Ted Bundy (born Theodore Robert Cowell) an American serial killer kidnapper, burglar, rapist and necrophile known for his charisma and good looks. Bundy officially confessed to thirty homicides, some estimates run upwards of a hundred or more, he eventually confessed to thirty-six murders. Infamous for escaping from prison twice and murdering multiple victims in one day. Bundy was one of six killers (Edmund Kemper, Jerome Jerry Brudos, Ed Gein, Gary Heidnik, Gary Ridgway and Bundy) who served as an inspiration for the character of Buffalo Bill in Thomas Harris' 1988 novel The Silence of the Lambs and its film adaptation. In 1989, Ted Bundy was executed in the electric chair at the Florida State Prison in Raiford, Florida. "
62,Carol M. Bundy,   Active for 1 year   (1980) in United States, Carol M. Bundy an American serial killer. Bundy and Doug Clark became collectively known as the Sunset Strip Killers after being convicted of a series of murders in Los Angeles during the late spring and early summer of 1980. The victims were young sex workers or runaways. 
63,John Justin Bunting,   Active for 8 years   (1992-1999) in Australia," John Justin Bunting an Australian serial killer who was the ringleader in the Snowtown murders. The Snowtown murders were a series of murders committed by John Bunting, Robert Wagner, and James Vlassakis between August 1992 and May 1999, in South Australia. On May 20th 1999, the remains of eight victims were found by the South Australian Police in six plastic barrels in an unused bank vault. A piece of the flesh of the eleventh and final victim, David Johnson, was fried and eaten by Bunting and Wagner. Robert Joe Wagner and Bunting; sentenced to eleven consecutive life sentences without the possibility of parole. "
64,Angelo Buono,   Active for 3 years   (1977-1979) in United States," Angelo Buono (Angelo Anthony Buono Jr.) an American serial killer kidnapper and rapist who was convicted of strangling ten females in Los Angeles, California between October 1977 and February 1978. Buono is one of the Hillside Stranglers, the other is his cousin, Kenneth Alessio Bianchi. Buono and Bianchi would abduct girls 12 to 28 years of age and sexually abuse them before strangling them to death. He was sentenced to life in prison in 1983. In 2002, Angelo Buono died from a heart attack while still in prison. "
65,William Burke,   Active for 1 year   (1828) in United Kingdom," William Burke The Burke and Hare murders were a series of 16 murders committed over a period of about ten months in 1828 in Edinburgh, Scotland. The killings were undertaken by William Burke and William Hare, who sold the corpses to Doctor Robert Knox for dissection at his anatomy lectures. "
66,B1 Butcher,   Active for 3 years   (2005-2007) in Namibia," B1 Butcher Murdered at least five women between 2005 and 2007, with all murders related to the National Road B1. "
67,Alexander Bychkov,   Active for 4 years   (2009-2012) in Russia," Alexander Bychkov (Alexander Vladimirovich Bychkov) a Russian serial killer convicted for the murder of nine men in Belinsky, Penza Oblast between 2009 and 2012. Bychkov described in his personal diary how he killed 11 men who were alcoholics and tramps. Confessed to cannibalism eating body parts of his victims. Bychkov was sentenced to life imprisonment at FKU IK-5 on the island of Ognenny in the Vologda region of Russia. "
68,José Luis Calva,   Active for 4 years   (2004-2007) in Mexico," José Luis Calva (José Luis Calva Zepeda) a Mexican serial killer accused of murder in up to eight separate cases, all involving women. Calva confessed to cannibalism. In October 2007 police went to Calva's home to arrest him under the suspicion for the disappearance of his girlfriend Alejandra Galeana, who was last seen on October 6. Calva was found eating a dish of human meat seasoned with lemon. Police found the mutilated body of his girlfriend, human meat in the refrigerator, a frying pan with cooked human flesh and human bones in a box of cereal. A picture of Anthony Hopkins portraying Hannibal Lecter was also found. The Mexico City department of corrections found Calva hanging from his belt in his Mexico City jail cell on December 11, 2007. "
69,Daniel Camargo,"   Active for 13 years   (1974-1986) in Colombia, Ecuador"," Daniel Camargo (Daniel Camargo Barbosa) a Colombian serial killer known as The Sadist of Chanquito and Manuel Bulgarin Solis. Camargo a child-murderer, believed to have raped and killed over one hundred and fifty victims. He is believed to have been motivated to kill from his stepmother abusing him as a child. He strangled young girls in Colombia and confessed to killing seventy-two victims. He escaped from prison and started killing in Ecuador, rearrested in 1989. In 1994, Camargo was stabbed to death in prison by a nephew of one of his victims. "
70,Mario Alberto Sulu Canche,   Active for 2 years   (2007-2008) in Mexico," Mario Alberto Sulu Canche (Mario Alberto Sulú Canché) a Mexican serial killer and rapist also known as Mario Alberto Sulub Canché. Sulu raped and killed three women from 2007 to 2008. He strangled at least one of his victims and struck another victim with a log. Sulu disposed of the three bodies using three separate methods, burning, burying and throwing one body in the sea. In 2008, Mario Alberto Sulu Canche committing suicide by hanging himself with a pair of his own pants in a bathroom area at the Federal Social Readaptation Center No. 1 also known as Altiplano in Mexico. Joaquin Guzman Loera, better known as El Chapo, a Mexican drug lord and former leader of the Sinaloa Cartel escaped from Altiplano in 2015. "
71,Ricardo Caputo,"   Active for 13 years   (1971-1983) in United States, Mexico"," Ricardo Caputo an Argentine American serial killer known as The Lady Killer. Caputo was #1 of the FBI's Ten Most Wanted Fugitives during his time as a fugitive in the 1980s. He surrendered himself to authorities in 1994. In 1997, Ricardo Caputo died of heart attack while still in prison at Attica Correctional Facility in Attica, New York. "
72,Harvey Carignan,   Active for 25 years   (1949-1973) in United States," Harvey Carignan (Harvey Louis Carignan) an American serial killer known as The Want-Ad Killer and Harv the hammer. Carignan raped and beat four young women to death between 1972 and 1973. He escaped hanging for a 1949 killing due to a technicality that claimed his confession was unlawfully obtained. The Supreme Court overruled Carignan’s death sentence due to the officers’ violations of the McNabb rule. Harvey Carignan (Prisoner AZ935 ) served a sentence at the Alcatraz Federal Penitentiary between 1951 and 1960. Carignan was sentenced to a total of 150 years in prison which he is currently serving at the Minnesota Correctional Facility in Faribault, Minnesota. "
73,David Carpenter,   Active for 3 years   (1979-1981) in United States," David Carpenter (David Joseph Carpenter) an American serial killer known as The Trailside Killer. Carpenter murdered women hikers on San Francisco-area hiking trails between 1979 and 1981. He would stalk, rape and kill hikers by shooting the victims in state parks near San Francisco, California. He was convicted of an attempted murder in 1960. In 1970, Carpenter was convicted for kidnapping. After his release, he was a suspect in the Zodiac murders, although he was eventually cleared. In 1984, Carpenter was sentenced to death, he received a second death sentence in 1988. David Carpenter remains on death row at the San Quentin State Prison in San Quentin, California. "
